0,1,2,3,4,5,6,7,8,9,10,11
255,이엔플러스,"14,120","하락1,670",-10.58%,500,"8,555","60,591",2.87,"12,219,478",-22.06,-53.00
256,LG전자우,"49,300",상승400,+0.82%,"5,000","8,473","17,186",40.00,"36,890",7.45,N/A
257,ESR켄달스퀘어리츠,"3,930",하락10,-0.25%,"1,000","8,374","213,089",50.55,"167,934",65.50,1.39
258,넥센타이어,"8,570",하락240,-2.72%,500,"8,370","97,668",4.91,"136,975",-32.10,-1.74
259,미원상사,"169,200",하락400,-0.24%,500,"8,206","4,850",2.63,924,11.63,22.64
260,해성디에스,"48,000","하락1,450",-2.93%,"5,000","8,160","17,000",15.28,"181,172",5.12,42.99
261,제주은행,"25,050",상승350,+1.42%,"5,000","8,048","32,129",1.87,"2,615,344",35.28,4.40
262,이노션,"39,950",하락500,-1.24%,500,"7,990","20,000",31.41,"27,295",11.32,8.46
263,태광산업,"717,000","하락4,000",-0.55%,"5,000","7,983","1,113",4.93,716,2.34,8.52
264,KODEX 단기채권,"105,750",하락5,0.00%,0,"7,949","7,517",0.29,"280,799",N/A,N/A
265,HDC현대산업개발,"12,000",하락30,-0.25%,"5,000","7,909","65,907",7.64,"238,728",15.71,1.75
266,세방전지,"55,400",하락200,-0.36%,500,"7,756","14,000",22.37,"182,242",18.11,3.58
267,녹십자홀딩스,"16,480",하락350,-2.08%,500,"7,750","47,028",6.24,"80,837",24.86,3.18
268,TIGER 200 IT,"31,130",하락15,-0.05%,0,"7,745","24,880",0.10,"39,028",N/A,N/A
269,애경케미칼,"15,730",상승170,+1.09%,500,"7,652","48,649",1.03,"12,938,019",12.73,8.47
270,신세계인터내셔날,"21,300",상승650,+3.15%,"1,000","7,604","35,700",5.07,"234,086",6.43,15.29
271,DN오토모티브,"75,200",하락200,-0.27%,500,"7,515","9,994",1.77,"28,334",4.16,22.81
272,CJ CGV,"15,700",상승280,+1.82%,500,"7,493","47,726",5.52,"199,877",-4.14,-55.24
273,프레스티지바이오파마,"12,400",하락60,-0.48%,0,"7,452","60,096",63.33,"706,681",-5.11,-32.84
274,케이카,"15,340",상승50,+0.33%,500,"7,376","48,087",5.31,"724,270",24.31,11.65
275,효성중공업,"78,800","하락1,100",-1.38%,"5,000","7,348","9,325",10.51,"109,707",71.90,1.07
276,KG케미칼,"52,500",하락400,-0.76%,"5,000","7,280","13,866",7.12,"2,442,339",2.40,47.97
277,SNT모티브,"49,400",상승250,+0.51%,"5,000","7,224","14,623",18.67,"25,678",8.26,10.08
278,KCC글라스,"44,300",상승550,+1.26%,"1,000","7,075","15,971",8.03,"36,621",7.53,6.64
279,KODEX 자동차,"18,770",하락355,-1.86%,0,"7,029","37,450",0.02,"1,498,520",N/A,N/A
280,미원에스씨,"137,100","상승1,200",+0.88%,500,"6,992","5,100",0.46,"3,308",10.79,18.38
281,대한해운,"2,185",상승5,+0.23%,500,"6,974","319,177",6.44,"1,116,305",4.42,11.21
282,SBS,"38,150","상승1,000",+2.69%,"5,000","6,963","18,253",0.00,"96,013",4.57,20.64
283,한세실업,"17,390",상승290,+1.70%,500,"6,956","40,000",10.79,"278,863",8.12,17.10
284,티웨이항공,"3,540",상승80,+2.31%,500,"6,882","194,414",0.95,"2,004,422",-5.33,-222.35
285,대신증권,"13,330",상승80,+0.60%,"5,000","6,768","50,773",11.73,"22,126",9.98,4.38
286,우리종금,770,상승1,+0.13%,500,"6,731","874,203",2.56,"695,173",7.33,14.40
287,자화전자,"30,950",상승750,+2.48%,500,"6,711","21,684",4.61,"420,938",-15.61,-11.90
288,대상,"19,300",상승170,+0.89%,"1,000","6,687","34,648",10.14,"97,730",8.37,6.57
289,삼양홀딩스,"77,800",상승800,+1.04%,"5,000","6,663","8,564",8.05,"11,536",9.72,4.01
290,바이오노트,"6,540",하락170,-2.53%,500,"6,663","101,876",1.15,"409,967",2.00,21.48
291,영풍제지,"29,500",하락300,-1.01%,500,"6,577","22,295",2.76,"453,195",82.63,5.91
292,LX홀딩스,"8,600",하락60,-0.69%,"1,000","6,560","76,281",9.71,"118,693",3.93,N/A
293,SK디스커버리,"34,200",상승450,+1.33%,"5,000","6,511","19,038",9.51,"46,152",1.63,16.34
294,삼성 인버스 2X 천연가스 선물 ETN C,"65,080","하락4,325",-6.23%,0,"6,508","10,000",0.00,"45,667",N/A,N/A
295,DI동일,"25,450",하락600,-2.30%,500,"6,507","25,568",2.19,"409,767",12.31,9.37
296,드림텍,"9,630",상승20,+0.21%,100,"6,495","67,446",24.28,"339,054",9.95,17.24
297,한국단자,"62,000",하락600,-0.96%,500,"6,457","10,415",21.61,"25,853",13.26,5.69
298,KODEX MSCI Korea TR,"11,315",0,0.00%,0,"6,438","56,900",1.16,"49,100",N/A,N/A
299,SPC삼립,"73,800",상승300,+0.41%,"5,000","6,368","8,629",3.05,"13,823",11.96,14.70
300,ARIRANG 200,"34,575",하락35,-0.10%,0,"6,275","18,150",0.21,"116,578",N/A,N/A
301,보령,"9,120",하락150,-1.62%,500,"6,265","68,690",6.38,"157,635",14.95,8.47
302,한화투자증권,"2,905",하락25,-0.85%,"5,000","6,233","214,548",6.71,"478,594",-11.62,-3.20
303,한섬,"25,150",하락50,-0.20%,500,"6,194","24,630",25.39,"56,657",5.04,9.56
304,삼성SDI우,"382,500","상승19,500",+5.37%,"5,000","6,188","1,618",19.88,"22,410",13.79,N/A
305,ACE 종합채권(AA-이상)KIS액티브,"96,500",하락55,-0.06%,0,"6,183","6,407",0.00,"6,817",N/A,N/A
306,쏘카,"18,800",하락120,-0.63%,100,"6,159","32,762",0.60,"36,480",-31.54,-9.10
307,애경산업,"23,050","상승1,050",+4.77%,"1,000","6,087","26,410",3.88,"376,042",36.76,4.70
308,부광약품,"8,560",상승10,+0.12%,500,"6,083","71,063",6.09,"136,913",-244.57,-0.93
309,세아제강지주,"146,000","하락2,500",-1.68%,"5,000","6,047","4,142",8.80,"25,217",2.17,20.56
310,동원F&B,"156,100",0,0.00%,"5,000","6,024","3,859",6.77,0,6.63,10.80
311,삼성 레버리지 WTI원유 선물 ETN,"1,490",하락35,-2.30%,0,"6,020","404,000",0.00,"659,832",N/A,N/A
312,HD현대에너지솔루션,"53,700",상승800,+1.51%,"5,000","6,014","11,200",11.44,"534,429",9.92,17.27
313,일동제약,"22,150",하락350,-1.56%,"1,000","5,937","26,803",6.67,"212,758",-4.12,-82.28
314,LG생활건강우,"282,000","상승10,500",+3.87%,"5,000","5,921","2,100",64.49,"14,175",21.12,N/A
315,영진약품,"3,220",하락115,-3.45%,500,"5,889","182,893",4.88,"1,367,778",-26.83,-22.55
316,동양생명,"3,645",하락50,-1.35%,"5,000","5,882","161,359",82.28,"107,226",7.94,2.99
317,쿠쿠홈시스,"26,200",하락100,-0.38%,100,"5,879","22,437",5.00,"34,350",5.12,17.66
318,이수페타시스,"9,180",하락390,-4.08%,"1,000","5,806","63,246",7.11,"4,019,567",5.67,58.92
319,현대홈쇼핑,"48,250",하락300,-0.62%,"5,000","5,790","12,000",24.89,"13,327",6.71,4.50
320,파미셀,"9,530",하락80,-0.83%,500,"5,720","60,017",9.57,"401,054",52.36,15.16
321,ACE 미국S&P500,"13,880",상승100,+0.73%,0,"5,719","41,200",0.73,"489,443",N/A,N/A
322,지누스,"30,200",상승100,+0.33%,500,"5,708","18,901",13.41,"54,340",18.79,5.32
323,엠씨넥스,"31,650",하락550,-1.71%,500,"5,690","17,978",7.61,"79,181",24.77,7.56
324,TIGER KOFR금리액티브(합성),"101,305",상승5,0.00%,0,"5,682","5,609",0.00,"15,226",N/A,N/A
325,유안타증권,"2,835",상승10,+0.35%,"5,000","5,659","199,597",64.68,"156,137",13.37,2.93
326,HSD엔진,"7,780",하락70,-0.89%,"1,000","5,566","71,544",2.97,"421,859",-12.39,-18.70
327,QV 코스피 변동성 매칭형 양매도 ETN,"7,940",0,0.00%,0,"5,558","70,000",0.00,0,N/A,N/A
328,TIGER 단기채권액티브,"51,845",0,0.00%,0,"5,557","10,718",0.01,"119,820",N/A,N/A
329,쿠쿠홀딩스,"15,550",하락100,-0.64%,100,"5,530","35,562",7.02,"32,092",4.74,12.72
330,동아쏘시오홀딩스,"86,600",하락100,-0.12%,"5,000","5,498","6,349",12.76,"10,116",49.29,1.15
331,티와이홀딩스,"10,780",상승80,+0.75%,500,"5,490","50,929",5.02,"61,170",6.15,6.31
332,KBSTAR 단기통안채,"107,535",상승10,+0.01%,0,"5,489","5,104",0.94,"3,485,636",N/A,N/A
333,KBSTAR 23-11 회사채(AA-이상)액티브,"51,490",상승15,+0.03%,0,"5,481","10,644",0.00,"18,927",N/A,N/A
334,신한 레버리지 WTI원유 선물 ETN(H),"1,080",하락30,-2.70%,0,"5,400","500,000",0.00,"210,417",N/A,N/A
335,HANARO 200,"33,930",하락30,-0.09%,0,"5,344","15,750",0.12,"61,903",N/A,N/A
336,진원생명과학,"6,840",상승240,+3.64%,"1,000","5,318","77,752",15.14,"906,457",-13.93,-19.67
337,KODEX 선진국MSCI World,"21,570",상승60,+0.28%,0,"5,317","24,650",0.00,"264,189",N/A,N/A
338,한국카본,"12,070",하락180,-1.47%,500,"5,306","43,961",11.02,"407,094",26.18,5.11
339,동일산업,"218,500",상승500,+0.23%,"5,000","5,299","2,425",2.06,905,24.26,5.33
340,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),"9,500",상승190,+2.04%,0,"5,274","55,520",0.19,"205,259",N/A,N/A
341,고려제강,"20,950",상승200,+0.96%,"1,000","5,238","25,000",7.55,"46,735",6.46,5.18
342,LF,"17,900",상승230,+1.30%,"5,000","5,234","29,240",22.21,"32,272",3.44,10.86
343,경동나비엔,"35,750",상승350,+0.99%,"1,000","5,208","14,569",7.18,"20,873",9.72,11.07
344,삼성화재우,"162,900","상승1,400",+0.87%,500,"5,200","3,192",24.11,"13,217",6.43,N/A
345,미래에셋증권2우B,"3,710",상승5,+0.13%,"5,000","5,194","140,000",10.29,"51,580",4.47,N/A
346,신영증권,"55,300",하락300,-0.54%,"5,000","5,191","9,386",7.60,"1,672",15.55,6.45
347,한화손해보험,"4,400",하락30,-0.68%,"5,000","5,137","116,739",8.09,"360,903",2.21,27.68
348,화승엔터프라이즈,"8,420",하락200,-2.32%,500,"5,102","60,589",3.35,"219,613",-51.03,-1.86
349,KOSEF 200TR,"41,415",하락30,-0.07%,0,"5,053","12,200",0.15,"49,942",N/A,N/A
350,JW중외제약,"22,000",하락200,-0.90%,"2,500","5,024","22,835",8.04,"74,830",16.72,14.45
351,조일알미늄,"3,945",상승545,+16.03%,500,"4,996","126,632",1.72,"84,092,810",27.78,10.08
352,TIGER 24-10 회사채(A+이상)액티브,"52,505",상승5,+0.01%,0,"4,993","9,510",0.10,"208,442",N/A,N/A
353,유니드,"72,300",하락900,-1.23%,"5,000","4,893","6,768",12.18,"22,777",4.97,13.10
354,SK디앤디,"22,000",상승550,+2.56%,"1,000","4,882","22,190",5.25,"234,867",6.94,11.47
355,화신,"13,920",하락800,-5.43%,500,"4,861","34,920",5.58,"1,288,652",6.55,23.00
356,동아에스티,"57,500","하락1,500",-2.54%,"5,000","4,857","8,447",20.94,"9,071",36.55,2.04
357,롯데손해보험,"1,565",상승5,+0.32%,"1,000","4,857","310,336",0.67,"102,788",-7.71,-8.70
358,KODEX 미국S&P500TR,"12,270",상승90,+0.74%,0,"4,853","39,550",0.87,"244,894",N/A,N/A
359,DB,"2,370",하락5,-0.21%,500,"4,768","201,174",2.52,"5,392,524",84.64,1.58
360,미래에셋생명,"2,690",상승35,+1.32%,"5,000","4,762","177,016",2.23,"326,753",9.28,3.56
361,롯데정보통신,"30,900",상승100,+0.32%,"5,000","4,757","15,396",1.99,"441,652",15.61,7.11
362,아모레퍼시픽우,"44,700","상승1,200",+2.76%,500,"4,719","10,558",60.07,"26,559",22.96,N/A
363,에어부산,"4,000",상승190,+4.99%,"1,000","4,666","116,640",1.12,"1,527,853",-2.28,-116.96
364,TIGER KRX2차전지K-뉴딜,"20,205",상승205,+1.03%,0,"4,657","23,050",2.70,"1,226,455",N/A,N/A
365,TIGER 미국달러단기채권액티브,"11,400",상승60,+0.53%,0,"4,650","40,790",0.14,"68,889",N/A,N/A
366,삼화콘덴서,"44,300","하락1,100",-2.42%,"1,000","4,605","10,395",5.85,"76,104",15.80,13.69
367,콘텐트리중앙,"23,850",상승800,+3.47%,"5,000","4,594","19,262",1.14,"188,158",-10.56,-23.94
368,NICE,"12,100",하락40,-0.33%,500,"4,584","37,882",12.47,"14,519",12.47,4.90
369,KODEX 코스닥150,"13,805",하락5,-0.04%,0,"4,556","33,000",16.06,"2,797,782",N/A,N/A
370,세아홀딩스,"113,300","하락1,700",-1.48%,"5,000","4,532","4,000",0.58,"1,058",3.67,6.14
371,코람코에너지리츠,"5,110",하락20,-0.39%,500,"4,524","88,534",1.35,"83,982",39.31,2.80
372,ACE 미국나스닥100,"13,260",상승85,+0.65%,0,"4,522","34,100",0.00,"183,012",N/A,N/A
373,TIGER 미국S&P500선물(H),"48,040",상승90,+0.19%,0,"4,504","9,375",0.02,"1,313,222",N/A,N/A
374,SGC에너지,"30,450",하락200,-0.65%,"5,000","4,469","14,677",4.77,"30,109",3.96,17.44
375,KB스타리츠,"4,405",하락35,-0.79%,500,"4,467","101,414",0.07,"60,317",-71.05,N/A
376,ARIRANG 종합채권(AA-이상)액티브,"103,310",0,0.00%,0,"4,427","4,285",0.00,0,N/A,N/A
377,삼양사,"42,750","하락1,050",-2.40%,"5,000","4,409","10,313",4.23,"11,555",6.62,5.33
378,TIGER 차이나항셍테크,"6,075",하락55,-0.90%,0,"4,401","72,450",0.26,"1,534,763",N/A,N/A
379,남해화학,"8,850",하락90,-1.01%,"1,000","4,397","49,679",5.57,"177,397",9.31,9.65
380,세아제강,"154,000",상승200,+0.13%,"5,000","4,368","2,836",12.09,"87,484",2.74,21.12
381,ACE 200,"34,250",하락55,-0.16%,0,"4,367","12,750",9.85,"23,754",N/A,N/A
382,에스엠벡셀,"3,925",하한905,+29.97%,500,"4,367","111,252",0.40,"18,793,905",42.20,18.57
383,빙그레,"43,900","상승1,000",+2.33%,"5,000","4,325","9,851",18.53,"18,719",16.84,4.53
384,송원산업,"18,000",하락70,-0.39%,500,"4,320","24,000",19.48,"107,362",3.27,21.53
385,BGF,"4,510",하락55,-1.20%,"1,000","4,317","95,717",4.45,"63,636",18.26,1.50
386,신한알파리츠,"5,820",상승170,+3.01%,"1,000","4,297","73,830",5.66,"363,373",32.15,1.39
387,KODEX 미국FANG플러스(H),"22,700",하락90,-0.39%,0,"4,283","18,870",0.24,"111,614",N/A,N/A
388,KODEX 미국나스닥100TR,"11,410",상승55,+0.48%,0,"4,239","37,150",0.23,"193,107",N/A,N/A
389,포스코스틸리온,"70,400","상승10,000",+16.56%,"5,000","4,224","6,000",1.52,"4,750,176",18.60,6.84
390,풍산홀딩스,"41,700","하락1,500",-3.47%,"5,000","4,169","9,999",9.83,"131,138",5.94,7.94
391,조선내화,"10,370","상승1,940",+23.01%,500,"4,148","40,000",2.78,"2,623,230",10.14,6.03
392,신성이엔지,"1,997",하락43,-2.11%,500,"4,111","205,848",5.37,"2,978,529",12.03,16.30
393,KODEX 단기변동금리부채권액티브,"106,355",상승30,+0.03%,0,"4,072","3,829",0.00,269,N/A,N/A
394,국도화학,"45,150",하락650,-1.42%,"5,000","4,068","9,011",19.16,"10,454",5.47,9.03
395,아세아시멘트,"10,350",상승130,+1.27%,500,"4,032","38,958",4.29,"113,430",6.35,6.79
396,코오롱플라스틱,"10,600",하락180,-1.67%,"1,000","4,028","38,000",0.89,"352,581",11.29,14.98
397,쎌마테라퓨틱스,"6,410",0,0.00%,500,"4,010","62,557",0.12,0,-43.02,-46.91
398,웅진씽크빅,"3,470",상승10,+0.29%,500,"4,008","115,506",4.84,"1,090,071",133.46,0.85
399,케이씨텍,"19,200",하락590,-2.98%,500,"4,005","20,862",10.88,"41,185",7.23,13.66
400,삼성FN리츠,"5,140",0,0.00%,500,"3,973","77,300",0.47,"613,725",N/A,N/A
401,HDC,"6,650",하락100,-1.48%,"5,000","3,973","59,742",16.66,"114,395",-77.33,-0.21
402,한미글로벌,"35,950",상승450,+1.27%,500,"3,939","10,958",1.24,"546,642",16.83,15.11
403,휴스틸,"6,970",하락90,-1.27%,"1,000","3,916","56,188",8.74,"1,567,026",1.34,29.59
404,신영증권우,"55,400",하락200,-0.36%,"5,000","3,908","7,054",6.12,765,15.57,N/A
405,현대그린푸드,"11,480",상승350,+3.14%,500,"3,890","33,881",10.42,"290,055",N/A,N/A
406,이아이디,"2,445",상승150,+6.54%,200,"3,866","158,130",1.73,"135,820,376",-2.37,-47.66
407,한화갤러리아,"1,992",하락18,-0.90%,500,"3,862","193,860",15.11,"3,687,087",N/A,N/A
408,잇츠한불,"17,450",상승820,+4.93%,500,"3,827","21,929",0.81,"90,491",-56.11,-1.83
409,풀무원,"10,000",상승10,+0.10%,500,"3,812","38,121",0.50,"24,770",-22.68,-4.23
410,에이프로젠,"1,497",하락54,-3.48%,500,"3,797","253,669",16.22,"2,375,342",-2.34,-90.82
411,맵스리얼티1,"4,090",상승5,+0.12%,0,"3,797","92,834",3.55,"34,322",N/A,N/A
412,TYM,"2,490",상승40,+1.63%,500,"3,794","152,354",3.97,"3,245,845",3.86,33.53
413,세진중공업,"6,630",하락170,-2.50%,500,"3,769","56,849",1.29,"724,182",32.50,7.09
414,서연이화,"13,880",하락360,-2.53%,500,"3,752","27,028",11.63,"469,160",6.74,8.03
415,효성화학,"116,700","하락1,300",-1.10%,"5,000","3,723","3,190",5.19,"20,602",-0.91,-135.41
416,이연제약,"20,400",상승910,+4.67%,500,"3,672","17,999",1.26,"154,120",50.75,3.02
417,SK렌터카,"7,740",상승20,+0.26%,500,"3,660","47,286",0.50,"33,068",17.63,4.15
418,한국자산신탁,"2,945",상승5,+0.17%,500,"3,651","123,978",5.63,"113,341",3.37,12.15
419,CJ4우(전환),"86,100","상승4,300",+5.26%,"5,000","3,639","4,227",3.61,"32,650",15.20,N/A
420,KOSEF 국고채10년,"111,860",하락25,-0.02%,0,"3,635","3,250",0.33,"12,181",N/A,N/A
421,현대퓨처넷,"3,295",하락20,-0.60%,500,"3,631","110,203",6.16,"390,017",-68.65,-0.71
422,KISCO홀딩스,"22,350",상승650,+3.00%,"1,000","3,615","16,176",7.04,"27,017",4.68,7.99
423,TIGER 일본니케이225,"16,725",상승40,+0.24%,0,"3,606","21,560",0.00,"2,437",N/A,N/A
424,YG PLUS,"5,670",하락140,-2.41%,500,"3,596","63,429",1.75,"1,084,122",30.82,8.39
425,유나이티드제약,"22,100",하락100,-0.45%,500,"3,590","16,245",6.95,"39,923",7.93,14.18
426,수산인더스트리,"25,100","하락1,550",-5.82%,200,"3,586","14,286",1.30,"227,579",7.13,11.47
427,남양유업,"498,000","하락2,000",-0.40%,"5,000","3,586",720,7.76,"1,041",-5.63,-10.12
428,경동인베스트,"151,400","하락4,600",-2.95%,"5,000","3,581","2,365",9.08,"131,117",25.19,3.23
429,일성신약,"26,900","하락1,650",-5.78%,"1,000","3,578","13,300",1.25,"90,962",3.40,26.59
430,코리아써키트,"14,970",하락430,-2.79%,500,"3,536","23,621",1.66,"221,957",5.97,15.53
431,한화리츠,"4,990",상승5,+0.10%,500,"3,523","70,600",0.83,"78,080",N/A,N/A
432,한일홀딩스,"11,380",하락40,-0.35%,"1,000","3,509","30,833",2.82,"8,326",3.92,6.40
433,스카이라이프,"7,320",하락60,-0.81%,"2,500","3,501","47,822",9.76,"109,838",15.64,2.77
434,다올투자증권,"5,800",상승20,+0.35%,"5,000","3,498","60,314",11.26,"372,001",6.47,9.38
435,신도리코,"34,650",상승750,+2.21%,"5,000","3,493","10,080",9.10,"14,663",7.76,4.73
436,KEC,"2,410",상승40,+1.69%,500,"3,489","144,763",2.44,"3,148,493",15.96,7.67
437,한일현대시멘트,"17,900",0,0.00%,"5,000","3,460","19,328",0.44,"17,764",9.08,10.38
438,대한제강,"14,000",하락100,-0.71%,"1,000","3,451","24,647",8.46,"68,664",2.75,18.50
439,HL홀딩스,"32,900",상승500,+1.54%,"5,000","3,445","10,472",6.58,"20,705",111.15,0.31
440,KOSEF 200,"33,905",하락50,-0.15%,0,"3,441","10,150",0.00,"10,815",N/A,N/A
441,신대양제지,"85,200",하락600,-0.70%,"5,000","3,433","4,030",8.57,"1,527",7.22,8.99
442,교보증권,"5,300",상승20,+0.38%,"5,000","3,427","64,653",2.33,"31,091",7.91,2.93
443,한국토지신탁,"1,355",하락6,-0.44%,"1,000","3,421","252,489",8.88,"546,247",14.26,2.36
444,퍼시스,"29,700",하락250,-0.83%,"1,000","3,416","11,500",18.84,"1,128",58.12,N/A
445,TIGER 글로벌자율주행&전기차SOLACTIVE,"9,945",상승40,+0.40%,0,"3,413","34,320",0.28,"77,045",N/A,N/A
446,서흥,"29,450",0,0.00%,500,"3,407","11,569",9.71,"11,877",10.02,8.40
447,일양약품,"17,810",하락190,-1.06%,"2,500","3,399","19,086",7.86,"41,358",18.08,8.39
448,흥아해운,"1,405",하락11,-0.78%,500,"3,378","240,425",0.88,"275,778",14.95,19.41
449,SK증권,712,하락16,-2.20%,500,"3,365","472,590",7.13,"2,406,105",35.60,1.52
450,LG헬로비전,"4,340",상승10,+0.23%,"2,500","3,361","77,447",6.41,"140,541",-12.92,-4.07
451,미래에셋 레버리지 원유선물혼합 ETN(H),"8,155",하락205,-2.45%,0,"3,344","41,000",0.00,"17,831",N/A,N/A
452,조광피혁,"50,200",하락400,-0.79%,"5,000","3,338","6,649",0.34,"1,674",55.04,1.61
453,SIMPAC,"5,100",상승30,+0.59%,500,"3,337","65,430",3.90,"169,140",4.38,13.28
454,대신증권우,"12,810",하락20,-0.16%,"5,000","3,331","26,000",10.63,"30,670",9.59,N/A
455,대원제약,"15,100",하락160,-1.05%,500,"3,317","21,965",15.50,"63,671",10.33,13.59
456,아이마켓코리아,"9,910",하락70,-0.70%,500,"3,313","33,429",8.05,"36,758",14.90,6.16
457,E1,"48,150",하락200,-0.41%,"5,000","3,303","6,860",3.71,"15,953",2.33,10.31
458,남선알미늄,"2,525",상승30,+1.20%,500,"3,259","129,079",6.50,"5,688,263",10.61,10.30
459,농심홀딩스,"70,100",하락400,-0.57%,"5,000","3,251","4,638",1.48,"1,057",9.53,3.23
460,KODEX 반도체,"28,175",하락425,-1.49%,0,"3,212","11,400",0.08,"234,848",N/A,N/A
461,이리츠코크렙,"5,070",상승20,+0.40%,500,"3,211","63,342",1.14,"38,596",34.49,3.80
462,LX하우시스,"35,800",0,0.00%,"5,000","3,210","8,968",14.15,"23,742",-3.06,-14.25
463,지역난방공사,"27,700",하락100,-0.36%,"5,000","3,207","11,579",0.47,"1,381",-1.74,-10.55
464,방림,"7,490",하락30,-0.40%,500,"3,169","42,314",3.04,"395,810",113.48,2.78
465,한화3우B,"14,070",하락20,-0.14%,"5,000","3,162","22,472",13.53,"14,903",1.05,N/A
466,아세아제지,"35,250",상승100,+0.28%,"5,000","3,157","8,957",5.20,"16,147",3.34,12.43
467,한국철강,"7,370",상승10,+0.14%,"1,000","3,129","42,450",10.08,"84,407",4.00,10.55
468,삼진제약,"22,500",하락300,-1.32%,"1,000","3,128","13,900",4.33,"45,659",14.29,N/A
469,한진,"20,900",하락50,-0.24%,"5,000","3,124","14,948",6.91,"17,544",6.56,3.64
470,HJ중공업,"3,750",하락50,-1.32%,"5,000","3,123","83,274",18.80,"47,665",-6.23,-12.28
471,알루코,"3,470",하락5,-0.14%,500,"3,122","89,969",1.83,"3,151,109",22.39,5.99
472,아세아,"142,100","하락1,200",-0.84%,"5,000","3,113","2,191",4.38,"2,296",3.71,8.89
473,광동제약,"5,900",하락10,-0.17%,"1,000","3,093","52,421",18.48,"98,163",12.80,4.76
